"datetime","Subject.ID","Sex","prime_code","prime_condition","prime_response","triv1_raw","triv1_correct","triv2_raw","triv2_correct","triv3_raw","triv3_correct","triv4_raw","triv4_correct","triv5_raw","triv5_correct","triv6_raw","triv6_correct","triv7_raw","triv7_correct","triv8_raw","triv8_correct","triv9_raw","triv9_correct","triv10_raw","triv10_correct","triv11_raw","triv11_correct","triv12_raw","triv12_correct","triv13_raw","triv13_correct","triv14_raw","triv14_correct","triv15_raw","triv15_correct","triv16_raw","triv16_correct","triv17_raw","triv17_correct","triv18_raw","triv18_correct","triv19_raw","triv19_correct","triv20_raw","triv20_correct","triv21_raw","triv21_correct","triv22_raw","triv22_correct","triv23_raw","triv23_correct","triv24_raw","triv24_correct","triv25_raw","triv25_correct","triv26_raw","triv26_correct","triv27_raw","triv27_correct","triv28_raw","triv28_correct","triv29_raw","triv29_correct","triv30_raw","triv30_correct","age","major","language","sex_r","year","area_writing","area_trivia","purpose","link_yn","link_text","thinking_yn","thinking_text","comments","prior_hool","UniversitÃ.tsprofessor_int_rating","UniversitÃ.tsprofessor_acc_rating","FuÃ.ballhooligan_int_rating","FuÃ.ballhooligan_acc_rating","subjID","sex","professor_int_rating","professor_acc_rating","soccer.hooligan_int_rating","soccer.hooligan_acc_rating","triv31_raw","triv31_correct","correct_raw","skipped_raw","correct_pct","correct_skip_pct"
"20161018-122306","38","M",0,"FuÃballhooligan","Ich informiere mich jeden morgen im Internet, wann und wo die nÃ¤chsten ""Events"" der AnhÃ¤gerschaft meines Vereins stattfinden. Danach plane ich jeden Tag der Woche.
An diesen Plan halte ich mich und richte mein Tagesablauf inkl. das Arbeiten (so gut wie mÃ¶glich) danach aus. Ich arbeite auf einer Bank und habe flexible Arbeitszeiten. So kann ich sicher alle Spiele meines Klubs anschauen gehen. 
Ich verteidige meinen Klub gegen alles - seien dies verbale oder nonverbale Angriffe. Im Arbeitsleben bin ich eher ruhig, wÃenn ich mit meinen Kollegen Fussball schauen gehe eher das Gegenteil von ruhig. 
In meiner Freizeit schaue ich Fussball und spiele auch selber, jedoch eher weniger erfolgreich. 
","Zimbabwe","False","HTML","False","Wasserschwein","True","Erde","True",12,"True","Pakistan","False","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Isobare","True",21,"True","Mitsubishi","False",180,"True","Mars","False","Michail Gorbatschow","True","Strahlung","True","King Blue","False","KontinentalfuÃ","False","Republik","False","RÃ¶ntgenstrahlen","False","Pablo Picasso","True","Rio Grande","True","In der Lunge","False","Sibirien","True","Jupiter","True","Beethoven","False","Luftdruck","True","Keratin","True","Spanien","False",24,"Psychologie","Deutsch","male","im dritten Jahr","Sozialpsycholgie","Keine Antwort","keine Ahnung","nein",NA,"nein",NA,"NEIN","ja",75,22,35,11,NA,NA,NA,NA,NA,NA,NA,NA,18,0,60,60
"20161018-121842","39","f",0,"FuÃballhooligan","als Hooligan verbringe ich meine Zeit nach dem Arbeiten in Bars und schaue  oft mit meinen mÃ¤nnlichen Freunden Sport. Ich spiele selbst viel Fussball und kann mich dabei komplett ausleben. Ich spiele oft aggressiv, damit ich meine Ziele erreiche und nehme dabei keine RÃ¼cksicht auf andere. Im allgemeinen ist mir der Besitz und das Wohl von anderen egal. Was zÃ¤hlt, sind meine Ziele und das ich dies erreiche. Mein typischer Tagesablauf besteht daraus, dass ich zur Arbeit gehe und danach direkt mit meinen Kollegen zu dem Fussballspiel oder wenn kein spiel lÃ¤uft in eine Bar. Bei einem Fussballspiel ist natÃ¼rlich das wichtigste, zuerst ein Bier zu holen und danach mit meinen Kollegen es ""lustig"" zu haben. NatÃ¼rlich ist das gegnerische Teem","Botswana","True","HTML","False","Bisamratte","False","Erde","True",12,"True","Indien","True","Arm","True","Sweeney Todd","False","Bronze","True","Welle","True","Isotherme","False",21,"True","Mitsubishi","False",360,"False","Venus","True","Michail Gorbatschow","True","Druck","False","Deep Blue","True","Kontinentalrift","False","Faschismus","True","Penicillin","True","Pablo Picasso","True","Rio Grande","True","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",22,"psychologie","Deutsch","female","vier Jahre oder mehr","sozialpsychologie","kognitive psychologie","keine Ahnung","ja",NA,"ja",NA,"nein","ja",87,28,30,9,NA,NA,NA,NA,NA,NA,NA,NA,22,0,73.3333333333333,73.3333333333333
"20161018-115521",NA,NA,0,"FuÃballhooligan
"," Als Fussballhooligan wÃ¼rde ich unter der Woche einer Arbeit nachgehen. Montagmorgen stehe ich fÃrÃ¼h auf um zur Arbeit zu gehen. Danach fahre ich mit dem Auto zu meinem Arbeitgeber. Am Mittag gehe ich mit den Arbeitskollegen in eine Beiz und esse ein wÃ¤hrschaftes Mittagessen. Dann geht es zurÃ¼ck an den Arbeitsplatz. Den Abend verbringe ich im Kickboxclub. Dort gehe ich regelmÃ¤ssig hin und powere mich so richtig aus. Unter der Woche verbringe ich viel Zeit mit meinen Kollegen und wir gehen Ã¶fters ein Bier trinken nach der Arbeit. Das Wochenende gehÃ¶hrt ganz dem Fussball. Samstags oder sonntags gehe ich jeweils auf den Fus
 ","Zaire
","False","ASCII
","True","Wasserschwein
","True","Erde
","True",8,"False","Indien
","True","Arm
","False","Guy Fawkes
","True","Messing
","False","Welle
","True","Isobare
","True",21,"True","General Motors
","True",180,"True","Venus
","True","Michail Gorbatschow
","True","Strahlung
","False","Blue Knight
","False","Kontinentalsockel
","False","Faschismus
","True","Penicillin
","True","Henri Matisse
","False","Rio Grande
","False","In der Lunge
","False","Sibirien
","True","Jupiter
","True","Tschaikowski
","True","Luftdruck
","True","Keratin
","True","Frankreich
","True",25,"Psychologie
","Deutsch
","female","im ersten Jahr
","Sozialpsychologie	","keine Antwort
","Keine Ahnung
","ja
",NA,"ja
",NA,"Nein
",NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,20,0,66.6666666666667,66.6666666666667
"20161018-150957","41","m",1,"UniversitÃ¤tsprofessor","Heute stehe ich eine Stunde spÃ¤ter auf als sonst. Am Vorabend waren wir mit der Studentenvereinigung unterwegs - hin und da im Jahr ein RÃ¤uschchen liegt ja schon drin. Also 8:00 statt 7:00 Uhr. Von meiner Wohnung im UniversitÃ¤tsquartier gehe ich direkt ans UnigebÃ¤ude - das Croissant besorge ich mir unterwegs, den Kaffee in der Uni-Cafeteria. Vorbei an all den jungen Menschen, die das GefÃ¼hl haben, irgendwann die Welt verÃ¤ndern zu kÃ¶nnen gehe ich in die oberen Stockwerke um an meiner aktuellen Arbeit zu arbeiten, bevor ich um 10:00 den Studenten beizubringen, wie sich was in der Welt auf die anderen Dinge in der Welt auswirkt oder eben nicht oder vielleicht oder vielleicht nicht. Ich schreibe konzentriert und den Auflagen entsprechend, wie  ulkig, dass man  die Studenten kritisch ""erzieht"", aber totzdem derart an den Regeln hÃ¤ngen muss, um etwas zu erreichen oder nur schon gelesen zu werden. Die Studenten lachen mich einmal mehr durch die vorgehaltene Hand aus, weil ich nicht weiss, wie der Beamer funktio","Zaire","False","HTML","False","Bisamratte","False","Uranus","False",8,"False","Philippinen","False","Arm","True","Sweeney Todd","False","Messing","False","Welle","True","Isobare","True",21,"True","Ford","False",360,"False","Venus","True","Boris Jeltsin","False","Strahlung","True","Deep Thought","False","Kontinentalsockel","True","Faschismus","True","Stethoskop","False","Salvador Dali","False","Colorado","False","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",23,"Germanistik","Deutsch","male","im dritten Jahr","Hooligan","5","Eventuell kÃ¶nnte vom Stil des Textes die Skala der Fragen abhÃ¤ngen oder vielleicht wird die Klickgeschwindigkeit  gemessen und verglichen - sind aber nur VorschlÃ¤ge bzw. ErklÃ¤rungsversuche.","nein",NA,"nein",NA,"Huuuere schwerigi Froooge!!!","ja",60,17,38,13,NA,NA,NA,NA,NA,NA,NA,NA,15,0,50,50
"20161018-155619","42","m",0,"FuÃballhooligan","Nach dem Aufsthen checke ich die News des Fussballvereins, welchen ich favorisiere, ab. Danach gehe ich zur Arbeit, wo ich sicher auch auf den einen oder andern Gleichgesinnten treffe. 
Aussehen, Vorlieben, Hobbys: Raucher, Biertrinker (nach dere Arbeit geht es ins Pub), Fussballfanatiker, Kampfsortinteressiert, Fussballspieler in einem Amateurverein, ehrgeizig, dominant (was einem nicht passt, wird geÃ¤ndert. Auch mit gewalt.)","Botswana","True","HTML","False","Biber","False","Uranus","False",6,"False","Bangladesch","False","Arm","True","Sweeney Todd","False","Messing","False","Welle","True","Isotherme","False",21,"True","Chrysler","False",360,"False","Saturn","False","Michail Gorbatschow","True","Druck","False","Deep Thought","False","Kontinentalsockel","True","Faschismus","True","Penicillin","True","Salvador Dali","False","Rio Lobos","False","0","False","Sibirien","True","Neptun","False","Tschaikowski","True","Lufttemperatur","False","Keratin","True","Frankreich","True",21,"OES","Deutsch","male","im zweiten Jahr","Verhaltenspsychologie","Wissenspsychologie","Keine Ahnung","nein",NA,"nein",NA,"Fachgebiete der Pyschologie auflisten als Hilfe","ja",80,17,50,15,NA,NA,NA,NA,NA,NA,NA,NA,12,1,40,41.3793103448276
"20161018-162811","43","m",0,"FuÃballhooligan","Leider habe ich durch meine ziemlich harte Jugend keine seriÃ¶se Ausbildung gemacht und schlage mich jetzt mit temporÃ¤ren Jobs durch leben. Mein Alltag ist dadurch ziemlich unorganisiert, bensonders wenn ich wieder mal keine anstellung habe. Ich schlafe also sehr lange aus, und habe danach so ziemlich keine Alltagsstruktur. Das einzige was mich jeweils wieder beigeistern kann sind die regelmÃ¤ssigen Treffen mit meinen Kollegen, welche immer mit viel Alkohol und anderen Drogen intensiv genossen werden. Ich bin ","Zimbabwe","False","HTML","False","Biber","False","Mars","False",12,"True","Bangladesch","False","Arm","True","Robin Hood","False","Bronze","True","Welle","True","Isobare","True",21,"True","Ford","False",120,"False","Venus","True","Michail Gorbatschow","True","Strahlung","True","King Blue","False","Kontinentalsockel","True","Faschismus","True","Penicillin","True","Salvador Dali","False","Rio Rojo","False","Im Rachen","True","Sibirien","True","Neptun","False","HÃ¤ndel","False","Lufttemperatur","False","Keratin","True","Frankreich","True",22,"Economics","Deutsch","male","im dritten Jahr","Hooligan","k.A.","k.A.","nein",NA,"nein",NA,"Nein","nein",75,15,25,5,NA,NA,NA,NA,NA,NA,NA,NA,16,0,53.3333333333333,53.3333333333333
"20161018-162505","44","m",0,"FuÃballhooligan","Ich begebe mich 6h vor dem Spiel zu unserer Stammbar, wo wir immer krÃ¤ftig vorglÃ¼hen und uns gegenseitig anheizen. Nach 3-4h feuchtfrÃ¶hlichem Gelage gehts auf Richtung Spiel. NatÃ¼rlich wird auch auf dem Weg dorthin krÃ¤ftig getrunken und beilÃ¤ufig werden noch einige Passanten angepÃ¶belt und beschimpft. Im Zug gehÃ¶rt es sich zwar sich angemessen zu verhalten, den noch halten wir uns natÃ¼rlich nicht daran. Es wird gesungen und getrunken. Beim Spiel angekommen werden die Fans des anderen Teams mit Hasstiraden beworfen und das Trinken geht weiter. Es gibt zwei mÃ¶gliche Endszenarien, nÃ¤mlich entweder gewinnt mein Team und die Party geht ohne grosse ZwischenfÃ¤lle weiter, oder mein Team verliert und ich gehe mit meinen Freun","0","False","HTML","False","Biber","False","Uranus","False",6,"False","Pakistan","False","Arm","True","Guy Fawkes","True","Messing","False","Welle","True","Isobare","True",0,"False","Chrysler","False",180,"True","Venus","True","Boris Jeltsin","False","Strahlung","True","Deep Blue","True","Kontinentalrift","False","Faschismus","True","Penicillin","True","Salvador Dali","False","Colorado","False","In der Lunge","False","Sibirien","True","Jupiter","True","Beethoven","False","Luftdruck","True","Keratin","True","Frankreich","True",21,"betriebswirtschaftslehre","Deutsch","male","im dritten Jahr","soziologie","Geisteswissenschaft","Keine Ahnung","nein",NA,"nein",NA,"keine Ahnung","ja",65,15,30,10,NA,NA,NA,NA,NA,NA,NA,NA,15,2,50,53.5714285714286
"20161018-162718","45","m",1,"UniversitÃ¤tsprofessor","Ich treffe um 07:30 an der UniversitÃ¤t ein, bestelle mir einen Kaffee und bereite einzelne Details meiner um 08:15 stattfindenden Vorlesung vor. Da ich ein arbeitsliebende Person bin, habe ich die grobe ZÃ¼ge meiner zu haltenden Vorlesung bereits  in den Ferien vorbereitet. Die Vorlesung zu halten ist fÃ¼r mich als Fachspezialist kein Problem, ich begleite meine Studenten gekonnt und gezielt durch meine Vorlesung. Nach der Vorlesung bereite ich weitere Vorlesungen vor oder verberbessere stetig meine Fertigkeiten. 
Da ich liebe BÃ¼cher, Wein und GesprÃ¤che","Zaire","False","HTML","False","Biber","False","Mars","False",8,"False","Bangladesch","False","Arm","True","Dick Turpin","False","Messing","False","Welle","True","Isobare","True",25,"False","Mitsubishi","False",180,"True","Venus","True","Nikita Chruschtschow","False","Strahlung","True","Deep Thought","False","Kontinentalsockel","True","Faschismus","True","RÃ¶ntgenstrahlen","False","Salvador Dali","False","Rio Grande","True","In der WirbelsÃ¤ule","False","Sibirien","True","Jupiter","True","Tschaikowski","True","Relative Luftfeuchtigkeit","False","Keratin","True","Frankreich","True",22,"BWÃL","Deutsch","male","im dritten Jahr","Professor","5","keine Ahnung","ja",NA,"nein",NA,"-","ja",78,20,22,13,NA,NA,NA,NA,NA,NA,NA,NA,14,0,46.6666666666667,46.6666666666667
"20161018-171849","46","m",0,"FuÃballhooligan","Ich stehe auf und gehe zu meinem schlecht bezahlten Job. Mittags trinke ich ein Bier und am Abend hÃ¤nge ich in irgend einer versifften Bar. Ich hÃ¤nge mit anderen Hooligans rum und boxe in meiner Freizeit. Am Wochenende gehe ich zu irgendwelchen Spielen, die mich eigentlich nicht interessieren um meiner Berufung als Hooligan nachzugehen. Ich bin agressiv, doof und politisch rechts orientiert. Ich bin Ã¼brigens ziemli","Zimbabwe","False","HTML","False","Biber","False","Pluto","False",12,"True","Pakistan","False","Arm","True","Guy Fawkes","True","Messing","False","Welle","True","Isotherme","False",21,"True","Chrysler","False",360,"False","Venus","True","Michail Gorbatschow","True","Strahlung","True","King Blue","False","Kontinentalsockel","True","Faschismus","True","Penicillin","True","Pablo Picasso","True","Colorado","False","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",20,"<bwl","Deutsch","male","im zweiten Jahr","sozial","allgemein","schauen ob wir die aufgaben genau lesen bzw ob wir uns durch die Fragestellung beeinflussen lassen (1 Teil Beschreibung eines Hooligan, im 2 Teil ""man hÃ¤tte Kat 5 bekommen""","nein",NA,"nein",NA,"nicht wirklich, schreiben am Anfang demotiviert","ja",61,20,45,10,NA,NA,NA,NA,NA,NA,NA,NA,19,0,63.3333333333333,63.3333333333333
"20161019-094753","47","m",0,"FuÃballhooligan","Guten Tag an die Leute dadraussen,
Ich werde euch heute etwas Ã¼ber mein Leden als Fussballhooligan erzÃ¤hlen. 
Meine Tage sind jeden Tag sehr Ã¤hnlich, morgens um 10  stehe ich auf und trinke zuerst mal ein Bier, dann rufe ich meinen Chef der Hooligangruppe an, um nachzufragen wen ich heute verprÃ¼geln muss oder wo ich Leute anpÃ¶beln gehen sollte. Als Gegenleistung kriegen wir oft Geld und Koks.","Botswana","True","HTML","False","Biber","False","Erde","True",12,"True","Bangladesch","False","Arm","True","Sweeney Todd","False","Bronze","True","Welle","True","Isobare","True",21,"True","General Motors","True",180,"True","Venus","True","Michail Gorbatschow","True","Strahlung","True","King Blue","False","KontinentalfuÃ","False","Faschismus","True","Penicillin","True","Pablo Picasso","True","Rio Grande","True","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",21,"BWL","NiederlÃ¤ndisch","male","im dritten Jahr","BWL","BWL","Verhaltensanalyse, Allgemeinbildung","ja",NA,"ja",NA,"War lustig, danke nico","ja",100,5,1,7,NA,NA,NA,NA,NA,NA,NA,NA,24,0,80,80
"20161019-093910","48","w",0,"FuÃballhooligan","TagsÃ¼ber arbeite ich in einer Firma und verbringe Zeit mit meinen Kollegen bei einem Feierabendbier. Wir diskutieren Ã¼ber das letzte Fussballspiel und planen schon unseren Marsch fÃ¼r den nÃ¤chsten Match. Wie immer muss alles perfekt organisiert sein. Wir mÃ¼ssen auf vieles achten zum Beispiel das man uns nicht erkennt. Ein typisches Merkmal von uns ist die schwarze Jacke, schwarze Jeans und die weissen Turnschuhe und natÃ¼rlich ein schwarzes Tuch vor unserem Mund. Bei einem Match bin ich immer mit meiner Gruppe unterwegs und randalieren fÃ¼r unser Team.","Zimbabwe","False","HTML","False","Biber","False","Erde","True",8,"False","Philippinen","False","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Zyklone","False",21,"True","Mitsubishi","False",180,"True","Venus","True","Boris Jeltsin","False","Niederschlag","False","Deep Blue","True","Kontinentalrift","False","Faschismus","True","Stethoskop","False","Pablo Picasso","True","Rio Grande","True","Im Rachen","True","Sibirien","True","Neptun","False","Beethoven","False","Luftdruck","True","Keratin","True","Frankreich","True",21,"Rechtswissenschaften","Deutsch","female","im ersten Jahr",NA,"Psychologie","Eine Umfrage zu revidieren.","nein",NA,"nein",NA,"Nein.","ja",75,10,47,15,NA,NA,NA,NA,NA,NA,NA,NA,17,0,56.6666666666667,56.6666666666667
"20161019-094340","49","w",1,"UniversitÃ¤tsprofessor","Ich stehe eine halbe Stunde nach meinem Wecker auf, realisiere, dass ich wiedereinmal verschlafen habe und dass ich nicht pÃ¼nktlich zur Vorlesung kommen werde. Ich fahre mit meinem Fahrrad zur Uni. Auf dem Weg schneide ich mehrere meiner Studenten aber rase weiter. Im Saal angekommen merke ich, dass ich vergessen habe mir meinen Anzug Ã¼berzuwerfen und dass ich stattdessen noch in meinen Trainerhosen stehe. Als es viertel nach wird erhebe ich mich und warte darauf dass meine Studenten sich langsam sammeln und sich zu mier wenden. Zehn Minuten vergehen  und ich habe noch immer nicht ihre Aufmerksamkeit und beschliesse daher mein FrÃ¼hstÃ¼ck genÃ¼sslich zu verzehren, wÃ¤hrend","Botswana","True","ASCII","True","0","False","Mars","False",12,"True","Indien","True","Arm","True","Robin Hood","False","Bronze","True","Welle","True","Isobare","True",21,"True","Mitsubishi","False",180,"True","Venus","True","Michail Gorbatschow","True","Strahlung","True","King Blue","False","Kontinentalsockel","True","Faschismus","True","Stethoskop","False","Pablo Picasso","True","Rio Grande","True","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",19,"Jus","Deutsch","female","im ersten Jahr","Psychologie","keine Ahnung","keine Ahnung","nein",NA,"nein",NA,"nein","ja",69,21,42,15,NA,NA,NA,NA,NA,NA,NA,NA,24,1,80,82.7586206896552
"20161013-122545","5","m",1,"UniversitÃ¤tsprofessor","Am Morgen gegen 7:30 betrete ich mein BÃ¼ro und prÃ¼fe zuerst meine E-Mails. Anschliessend stehen Besprechungen mit Assistenten und anderen Professoren auf dem Programm. Nach den Vorlesungsstunden am Morgen diniere ich in der Mensa der UniversitÃ¤t. Am Nachmittag stehen entweder Vorlesungen oder Forschungen auf dem Programm. Nicht allzu spÃ¤t begebe ich mich nach Hause. Typische PerÃ¶nlichkeitsmerkmale: SelbstÃ¼berzeugt, rechthaberisch, ehrgeizig, introvertiert.
Hobbys: BÃ¼cher lesen, Artikel verfassen, Sport
 ","Botswana","True","ASCII","True","Biber","False","Mars","False",8,"False","Indien","True","Arm","True","Sweeney Todd","False","Messing","False","Welle","True","Isobare","True",21,"True","General Motors","True",360,"False","Venus","True","Michail Gorbatschow","True","Strahlung","True","Blue Knight","False","Kontinentalrift","False","Faschismus","True","Stethoskop","False","Pablo Picasso","True","Rio Grande","True","In der WirbelsÃ¤ule","False","Sibirien","True","Jupiter","True","Mozart","False","Luftdruck","True","Keratin","True","Frankreich","True",23,"Sportwissenschaft","Deutsch","male","im zweiten Jahr","Verhalten","Wissen","Keine Ahnung","ja",NA,"nein",NA,"nein","ja",80,23,25,5,NA,NA,NA,NA,NA,NA,NA,NA,19,0,63.3333333333333,63.3333333333333
"20161019-124518","50","m",0,"FuÃballhooligan","Ich bin ein Fussballhool. Das heisst, ich habe ein Glatze, Tatoos von meinem Club, und bin ziehmlich krÃ¤ftig gebaut. Ich habe kenen Job, da mein Chef erfahren hat, dass ich in eine SchlÃ¤gerei verwickelt war. Tja ist halt so... Ich mache neben den Hoolssachen nicht so viel. Ein wenig Kampfsport mit Kollegen. Ich habe eine kleine Zweizimmerwohnung in der Stadt. Ich schlafe meist bis so Mittag. Dann gehe ich zu Kollegen Fifa zocken oder einfach zur Kirchenstiege Bier trinken. Ich trinke allgemein viel. So 5 Liter am Tag kÃ¶nnen es schon werden. Abens hÃ¤n","Zaire","False","HTML","False","Biber","False","Mars","False",8,"False","Indien","True","Arm","True","Guy Fawkes","True","Messing","False","Welle","True","Isobare","True",21,"True","Mitsubishi","False",180,"True","Venus","True","Michail Gorbatschow","True","Strahlung","True","Blue Knight","False","Kontinentalsockel","True","Republik","False","Penicillin","True","Salvador Dali","False","Colorado","False","In der WirbelsÃ¤ule","False","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",22,"Medizin","Deutsch","male","im ersten Jahr","Soziologie","Geographie","keine Ahnung
","ja",NA,"nein",NA,"nein","ja",92,23,26,6,NA,NA,NA,NA,NA,NA,NA,NA,18,0,60,60
"20161019-124421","51","m",1,"UniversitÃ¤tsprofessor","Ich bin sehr interessiert an meinem Fachgebiet und forsche gerne darin. Mein Wissen gebe ich gerne an Studenten weiter, dies erfÃ¼llt mich. Mein Tagesablauf ist geordnet und doch abwechslungsreich. An einigen Tagen gebe ich Vorlesungen, an anderen bereite ich diese vor und an nochmals anderen forsche ich auf meinem Fachgebiet. Als Professer kann ich zudem mitbestimmen in welcher Art und Weise und aus welcher Blickrichtung die Studenten Ã¼ber ein Thema informiert werden. Was ich den Studenten also sage, kann spÃ¤ter fÃ¼r die ganze Fachrichtung wichtig sein. PersÃ¶nlich wÃ¼rde ich mich als eher ruhig, ordentlich und wissenbegierig beschreiben. Meine Hobbys sind sportlich gesehne Tennis und Schach, aber auch das wandern und lesen bereitet mir grosse Freude.  ","Zimbabwe","False","HTML","False","Wasserschwein","True","Erde","True",12,"True","Pakistan","False","Arm","True","Guy Fawkes","True","Messing","False","Welle","True","Isobare","True",21,"True","Ford","False",180,"True","Venus","True","Michail Gorbatschow","True","Strahlung","True","Deep Blue","True","Kontinentalrift","False","Faschismus","True","Penicillin","True","Pablo Picasso","True","Rio Grande","True","Im Rachen","True","Sibirien","True","Saturn","False","Tschaikowski","True","Luftdruck","True","Kollagen","False","Frankreich","True",19,"Humanmedizin","Deutsch","male","im ersten Jahr","Psychologie","Keine Ahnung","Keine Ahnung","ja",NA,"nein",NA,"Fragen waren schwer","ja",80,21,33,9,NA,NA,NA,NA,NA,NA,NA,NA,22,0,73.3333333333333,73.3333333333333
"20161019-130854","52","w",0,"FuÃballhooligan","Ich schlafe aus  und liege den ganzen Tag nur faul rum. Ab Abend trinke ich mit meinen Kollegen viel Bier und reisse SprÃ¼che. Dann machen wir uns auf zu einem Fussballspiel. Im Tram sind wir frech und beleidigend gegenÃ¼ber anderen Leuten. Wir trinken noch viel mehr Bier. WÃ¤hrend Spiel brÃ¼llen wir laut umher und schiessen GlasflÃaschen umher. WÃ¤hrend dem Spiel freue ich mich schon auf die SchlÃ¤gerei nach dem Match, denn ich bin unheimlich stark und mache alle k.O.

Meine PersÃ¶nlichkeitseigenschaften:
Vorlaut, Aggressiv, anderen ÃÃ¼berlegen, frech, arrogant, reizbar

Meine Vorlieben:
Fussball, Trinken, Boxen, Gamen


","Botswana","True","HTML","False","Nutria","False","Uranus","False",12,"True","Bangladesch","False","Arm","True","Dick Turpin","False","Bronze","True","Welle","True","Isobare","True",21,"True","Ford","False",90,"False","Merkur","False","Nikita Chruschtschow","False","Druck","False","Blue Knight","False","Kontinentalrift","False","Kommunismus","False","Penicillin","True","Paul Cezanne","False","Colorado","False","In der Nase","False","Weissrussland","False","Neptun","False","Beethoven","False","Luftdruck","True","Keratin","True","Frankreich","True",24,"BWL","Deutsch","female","vier Jahre oder mehr","Weiss ich nicht","weiss ich nicht","keine Ahnung","ja",NA,"ja",NA,"nein","nein",87,24,47,10,NA,NA,NA,NA,NA,NA,NA,NA,11,0,36.6666666666667,36.6666666666667
"20161019-131337","53","w",1,"UniversitÃ¤tsprofessor","ich stehe um 8.30 Uhr auf und essen gemÃ¼tlich mein FrÃ¼hstÃ¼ck zusammen mit meiner Frau. Danach setze ich mich in mein Auto und fahre die kurze Strecke bis zur Uni. Vor der Stunde sehe ich nach ob alles technische funktioniert da ich keine StÃ¶rungen wÃ¤hrend des Unterrichts leiden kann. Nach meinen 2 Vorlesungen esse ich etwas kleines und gehe dann mit Kollegen Tennis spielen. Dieser Ausgleich ist mir sehr Wichtig. Gerne halte ich mich auch in der Natur auf. Von meinen Studenten erwarte ich gutes Arbeiten und PrÃ¤ziso","Zimbabwe","False","HTML","False","Biber","False","Mars","False",12,"True","Indien","True","Arm","True","Guy Fawkes","True","Messing","False","Welle","True","Zyklone","False",21,"True","Mitsubishi","False",180,"True","Saturn","False","Alexander Popow","False","Strahlung","True","King Blue","False","Kontinentalrift","False","Faschismus","True","Penicillin","True","Henri Matisse","False","Rio Grande","True","In der Nase","False","Sibirien","True","Saturn","False","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",22,"Sportwissenschaft","Deutsch","female","im ersten Jahr","Psychologie","Geschichte","mich doof aussehen zu lassen","ja",NA,"nein",NA,"nein","ja",60,17,50,15,NA,NA,NA,NA,NA,NA,NA,NA,16,0,53.3333333333333,53.3333333333333
"20161019-142729","54","m",0,"FuÃballhooligan","Eigentlich bin ich ja nur ein ganz normaler Arbeiter. Malochen Tag ein Tag aus. Aber am Spieltag da vergesse ich das alles. Meinen Chef (verdammtes Arschloch), der immer nur noch mehr, und besser Resultate sehen will. Meine Nachbaren, die sich Ã¼ber die laute Musik nerven. Meine nicht bezahlten Rechnungen. Dann gibt es nur eines das zÃ¤hlt. Der Verein. Er ist mein ein und alles. FÃ¼r ihn wÃ¼rde ich jedes MÃÃ¼he auf mich nehmen. Kein gebrochener Knochen, keine blutige Nase ist zuviel verlangt. Wenn jemand meinen Verein beleidigt, dann muss er bluten. Ich kÃ¤mpfe, singe, tanze, lache und weine mi","Uganda","False","ASCII","True","Wasserschwein","True","Mars","False",12,"True","Bangladesch","False","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Isobare","True",21,"True","Mitsubishi","False",360,"False","Venus","True","Michail Gorbatschow","True","Strahlung","True","Blue Knight","False","Kontinentalrift","False","Faschismus","True","Penicillin","True","Pablo Picasso","True","Rio Grande","True","In der Lunge","False","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",21,"Geographie","Deutsch","male","im dritten Jahr","Weiss nicht mehr","Weiss nicht mehr","Keine Ahnung","nein",NA,"nein",NA,"-","ja",97,26,29,12,NA,NA,NA,NA,NA,NA,NA,NA,22,0,73.3333333333333,73.3333333333333
