datetime,Subject.ID,Sex,prime_code,prime_condition,prime_response,triv1_raw,triv1_correct,triv2_raw,triv2_correct,triv3_raw,triv3_correct,triv4_raw,triv4_correct,triv5_raw,triv5_correct,triv6_raw,triv6_correct,triv7_raw,triv7_correct,triv8_raw,triv8_correct,triv9_raw,triv9_correct,triv10_raw,triv10_correct,triv11_raw,triv11_correct,triv12_raw,triv12_correct,triv13_raw,triv13_correct,triv14_raw,triv14_correct,triv15_raw,triv15_correct,triv16_raw,triv16_correct,triv17_raw,triv17_correct,triv18_raw,triv18_correct,triv19_raw,triv19_correct,triv20_raw,triv20_correct,triv21_raw,triv21_correct,triv22_raw,triv22_correct,triv23_raw,triv23_correct,triv24_raw,triv24_correct,triv25_raw,triv25_correct,triv26_raw,triv26_correct,triv27_raw,triv27_correct,triv28_raw,triv28_correct,triv29_raw,triv29_correct,triv30_raw,triv30_correct,age,major,language,sex_r,year,area_writing,area_trivia,purpose,link_yn,link_text,thinking_yn,thinking_text,comments,prior_hool,Universitaetsprofessor_int_rating,Universitaetsprofessor_acc_rating,Fussballhooligan_int_rating,Fussballhooligan_acc_rating,Fussballhooligan_int_rating,Fussballhooligan_acc_rating,correct_raw,correct_pct,hupf_corr_pct
20181114-121336,161,f,0,Fussballhooligan,"Ich bin ein totaler Fussballfan und unterstuetze meinen lieblings Fussballverein in vollen Zuegen. Ich begleite mein Club bei jedem Spiel, sei es ausswerts oder bei einem Heimspiel. Der Ablauf bei einem solchen Event erfolgt immer ziemlich gleich. Meine Freunde und ich treffen uns bereits viele Stunden frueher um bei ein paar Bierchen unser Programm fuer das Spiel zu planen. Meist endet der Tag mit einer Auseinandersetzung der Fangruppen des Gegners ,bei welcher auch oft Gewalt im Spiel ist. Da ich eine sehr impulsive Person bin, kann ich michoft nicht zurueckhalten wenn jemand etwas schlechtes ueber meinen 
",Zaire,FALSE,HTML,FALSE,Biber,FALSE,Uranus,FALSE,12,TRUE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalfuss,FALSE,Faschismus,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,29,TRUE,Im Rachen,TRUE,Sibirien,TRUE,Saturn,FALSE,Mozart,FALSE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,22,Betriebswirtschaft,Deutsch,weiblich,im dritten Jahr,Sozialpsychologie,Arbeitspsychologie,keine Ahnung,nein,NA,nein,NA,-,ja,80,20,35,12,NA,NA,20,66.66666667,100
20181114-121632,162,f,1,Universitaetsprofessor,"Mein Tagesablauf sieht wie folgt aus:
aufstehen, duschen, essen, zur Arbeit fahren, unterrichten und forschen, nach Hause fahren, lesen, schlafen

typische Aktivitaeten:
forschen, unterrichten, falsifizieren, Hypothesen aufstellen, lesen, vorbereiten

typsiche Persoenlichkeitsmerkmale oder Charaktereigenschaften:
eher etwas aelter, gebildet, interessiert, ergeizig

Hobbys:
koennte alles sein ne
",Uganda,FALSE,HTML,FALSE,Biber,FALSE,Mars,FALSE,12,TRUE,Philippinen,FALSE,Arm,TRUE,2,FALSE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,120,FALSE,Venus,TRUE,Alexander Popow,FALSE,Temperatur,FALSE,Deep Blue,TRUE,Kontinentalrift,FALSE,Faschismus,TRUE,Roentgenstrahlen,FALSE,Pablo Picasso,TRUE,31,FALSE,In der Nase,FALSE,Weissrussland,FALSE,Saturn,FALSE,Beethoven,FALSE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,22,BWL,Deutsch,weiblich,im dritten Jahr,Sozialpsychologie,kognitive Psychologie,Keine Ahnung,nein,NA,nein,NA,Nein,ja,50,15,50,15,NA,NA,14,46.66666667,33.33333333
20181114-131842,163,m,0,Fussballhooligan,"Als Hooligan betaetige ich mich, da ich arbeitslos bin. Ich habe kaum Chancen auf dem Arbeitsmarkt, sagt man mir, da meine Ausbildung nicht genuegend sei. Mein Frust, und weil mein Verein sowieso ziemlich schlecht ist, steigert sich mit dem Alkoholkonsum. Was soll ich anderes trinken als billiges Bier; von gelegentlichen Ladendiebstaehlen nicht zu redne, richten sichmeine Aggressionen gegen jedermann, denn jedermann ist mein Feind, der mir meinen in der Gesellschaft zustehenden Platz versperrt. Ich lebe von Spiel zu Spiel, ansonsten inden Tag hinein. Ich werde nicht aggressiv einfach so. Da sind die anderen schuld. Ich bin in diese Situation hinein geboren, und jeder braucht ein Ventil. Voegel beobachten hilft mir nicht weiter. Ich will nicht alt werden. Ein intensives Hooliganleben  ist hoffentlich bald vorbei. Bis dahin jedem eins auf die Schnauze!
",Botswana,TRUE,ASCII,TRUE,Biber,FALSE,Erde,TRUE,12,TRUE,Indien,TRUE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Thought,FALSE,Kontinentalfuss,FALSE,Faschismus,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,29,TRUE,Im Rachen,TRUE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,67,Germanistik,Deutsch,maennlich,kein Student,Sozialpsychologie,Kognitive und Wahrnehmungspsychologie,Der Zweck ist immer das Fortkommen im Studium,ja,NA,nein,NA,"Die Frage waere, welche Taxonomiestufern geprueft werden sollten",ja,84,27,52,6,NA,NA,27,90,100
20181114-132227,164,m,1,Universitaetsprofessor,"Morgens stehe ich meistens um 6:30 auf undtrinke einen schwarzen Kaffee. Danach fahre ich mit dem Velo in die Uni. Um 7:30 lese und beantworte ich E-Mails oder bereite meine 8 Uhr Vorlesung vor. Da ich jedoch diese Vorlesung schon einige Jahre fuehre, gibt auch dies nicht mehr so viel zu tun. Um 10:30 gibts die Kaffeepause die meistens bis um 11:15 dauert und in der ich mit anderen Profs und Assistenten Ideen und unseren jeweiligen Vortschritt in unseren Forschungsprojekten austauschen. Danach mache ich einen kurzen Kontrollgang in den Labors meiner Varantwortung. Um 12:15 gehe ich mit meinen Kollegen essen
",Zaire,FALSE,ASCII,TRUE,Wasserschwein,TRUE,Erde,TRUE,12,TRUE,Indien,TRUE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,10,FALSE,360,FALSE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalabhang,FALSE,Faschismus,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,29,TRUE,In der Wirbelsaeule,FALSE,Sibirien,TRUE,Jupiter,TRUE,Haendel,FALSE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,21,Geologie,Deutsch,maennlich,im dritten Jahr,Geologie,Geologie,Einfuehlungsvermoegen und Wissen in Anbetracht des Studienganges.,nein,NA,nein,NA,"Musste die Studienrichtung 2mal angeben, oder habe die Frage falsch verstanden.",ja,40,11,72,20,NA,NA,23,76.66666667,66.66666667
20181114-135313,165,f,1,Universitaetsprofessor,"ich stehe frueh morgens auf, ziehe meine Sportklamotten an und gehe eine Runde joggen. Dann gehe ich unter die Dusche  und esse dann mein Fruehstueck. Dieses besteht aus einem Muesli und frischem Obst. Ich trinke am liebsten einen guten Kaffe dazu. Meine Frau steht dann auch auf und wir kreuzen uns als sie ins Esszimmer kommt. Ich gebe ihr einen Kuss, packe meine Sachen und fahre mit meinem Fahrrad an den Bahnhof.In meinem Buero nehme ich noch einen Kaffe und starte dann  meine Recherchen und bereite die Vorlesungen vor. 
Ich mache gerne Sport und triffe mich gerne mit meinem Kollege
",Uganda,FALSE,ASCII,TRUE,Biber,FALSE,Uranus,FALSE,12,TRUE,Bangladesch,FALSE,Bein,FALSE,4,TRUE,Messing,FALSE,Eisberg,FALSE,Isobare,TRUE,21,TRUE,20,TRUE,360,FALSE,Saturn,FALSE,Nikita Chruschtschow,FALSE,Strahlung,TRUE,King Blue,FALSE,Kontinentalrift,FALSE,Faschismus,TRUE,Stethoskop,FALSE,Paul Cezanne,FALSE,29,TRUE,In der Lunge,FALSE,Weissrussland,FALSE,Saturn,FALSE,Beethoven,FALSE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,20,Geographie,Franzoesisch,weiblich,im ersten Jahr,Sozial Psychologie ,Wahrnehmungs Psychologie,"Aneignung von Stereotypen
Interesse im eigenen Studienfach",nein,NA,ja,NA,Nein,nein,44,15,63,16,NA,NA,12,40,100
20181114-142232,167,m,1,Universitaetsprofessor,"Ich bin ein Universitaetsprofessor und trage jeden Tag zu Forschung und Lehre bei. Ich unterrichte an der Universitaet und betreue Doktoranden bei ihrer Forschung. Ich organisiere zudem den universitaeren AblÃauf an meinem Institut und kuemmere mich um eine moeglichstreibungslose Organisation zusammen mit meinen Mitarbeitern. Diesstellt eine grosse Herausforderung dar. Ich bin intelligent und neugierig und beschaeftige mich gerne intensiv mit verschiedenen Blickwinkel auf mein Fachgebiet.  In der Forschung arbeite ich gerne mit anderen Personen aus vielen LÃaendern zusammen und trefffe diese auch persoenlich auf Kongressen und Fachtagungen. Meine Hobbies sind Wandern und Radfahren in der Natur sowie er Besuch von Kunst und Kulturveranstaltungen. Ich achte auch auf einen schonenden Umgang mit der Umwelt und meiner Gesundheit.
",Botswana,TRUE,ASCII,TRUE,Wasserschwein,TRUE,Pluto,FALSE,8,FALSE,Indien,TRUE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,360,FALSE,Mars,FALSE,Alexander Popow,FALSE,Strahlung,TRUE,Deep Thought,FALSE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,29,TRUE,In der Lunge,FALSE,Sibirien,TRUE,Jupiter,TRUE,Beethoven,FALSE,Luftdruck,TRUE,Kollagen,FALSE,Frankreich,TRUE,33,Public management and policy,Deutsch,maennlich,im ersten Jahr,Public management and policy,Public management and policy,Erhebung von Daten ueber die Einstellung gegenueber einer Personengruppe sowie des Allgemeinwissens,ja,NA,ja,NA,Nein Danke,ja,48,14,95,27,NA,NA,20,66.66666667,100
20181114-135330,168,m,1,Universitaetsprofessor,"Frueh Morgens trinke ich erstmals 2 Tassen Kaffee und beginne dann damit, mich auf meine Vorlesung vorzubereiten. Mittags habe ich genuegend Zeit fuer einen ausgiebiges Mahl. Danach gehe ich meine zweite und damit letzte Vorlesung fuer heute durch. Abens korrigiere ich Arbeiten und erstelle neue Praesentationen. Ich habe eine Vorliebe fuer wissenschaftle Texte undandere komplizierte Buecher und Papers. Zu einem gesunden Geist gehoert fuer mich ein gesunder Koerper, daher betreibe ich etwas Sport in meiner Freizeit. Ich bin neben meiner streng
",Botswana,TRUE,ASCII,TRUE,Bisamratte,FALSE,Erde,TRUE,8,FALSE,Bangladesch,FALSE,Arm,TRUE,9,FALSE,Messing,FALSE,Eisberg,FALSE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Merkur,FALSE,Nikita Chruschtschow,FALSE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalrift,FALSE,Demokratie,FALSE,Penicillin,TRUE,Salvador Dali,FALSE,29,TRUE,Im Rachen,TRUE,Sibirien,TRUE,Jupiter,TRUE,Haendel,FALSE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,21,Geographie,Deutsch,maennlich,im ersten Jahr,-,Neurowissenschaften,"Es wurde untersucht, auf welche Art und Weise Fragen beantwortet werden",ja,NA,nein,NA,-,ja,45,15,60,20,NA,NA,17,56.66666667,66.66666667
20181114-143658,170,m,0,Fussballhooligan,"Icharbeite unter der Woche in meiner Firma als Angestellter , sonst treffe ich mich mit meinen Freunden auf ein Bierchen oder schaue am abend gerne mal Fernsehen mit meiner Freundin. Ich bin ein entschlossener Mensch und weiss was ich will und fuer was ich stehe, meine starke selbstueberzeugung zeige ich auch gerne in der runde meiner Freunde.meine hobbys sind fussbal 
",Zimbabwe,FALSE,HTML,FALSE,Biber,FALSE,Uranus,FALSE,6,FALSE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Messing,FALSE,Welle,TRUE,Zyklone,FALSE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Alexander Popow,FALSE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalrift,FALSE,Faschismus,TRUE,Penicillin,TRUE,Henri Matisse,FALSE,29,TRUE,In der Lunge,FALSE,Sibirien,TRUE,Jupiter,TRUE,Haendel,FALSE,Luftdruck,TRUE,Lecithin,FALSE,Frankreich,TRUE,20,franzoesisch,Deutsch,maennlich,im ersten Jahr,matur,matur,"beim zweiten koennte es auch ein test sein, in wie fern die angabe, dass man einen wissenstest der 5. schwierigkeitsstufe hat einen einfluss hat im vergleich wenn man sagen wuerde, dass man einen einfachen test hat, der test selber aber immer gleich ist?",nein,"ob man ausgehend von einer ""rolle"" in die man sich hinenversetzt unterschiedliches wissen aufweist?",nein,NA,noe,ja,73,17,37,11,NA,NA,16,53.33333333,100
20181115-084917,171,w,0,Fussballhooligan,"Ich schlafe lange aus und fruehstuecke etwas ungesundes und trinke zwei Becher Kaffee. Danach gehe ich den ganzen Tag einer Taetigkeit in Niedriglohnsektor nach, bis ich am Abend mit einem Bier und einer Pizza vor dem TV einschlafe. Diese Routine vollzieht sich so waehrend der ganzen Woche und am Wochenende gehe ich meistens mit meinen jungs in eine Kneipe, um etwas zu trinken und Fussbakll zu gucken oder auch mal in das Stadion, wenn ich genug Geld habe. Ich habe nicht viele Hobbys und bin wenig ausgeglichen, daher auch sehr leicht reizbar und aggressiv. 
Diese Lebensweise ist fuer mich teilweise sehr frustrierend, was die Aggression und Unzufriedenheit noch steigert. Diese entladen sich dann meistens an den Wochenenden beim Fussballgucken oder im Stadion. Ich bin  bei der Arbeit eher ruhig und zurue
",Botswana,TRUE,HTML,FALSE,Biber,FALSE,Mars,FALSE,8,FALSE,Philippinen,FALSE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,31,FALSE,In der Wirbelsaeule,FALSE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,25,Psychologie,Deutsch,weiblich,vier Jahre oder mehr,Sozialpsychologie,KWM,-,nein,NA,nein,NA,-,ja,78,17,51,4,NA,NA,22,73.33333333,66.66666667
20181115-090147,172,w,1,Universitaetsprofessor,"Typischer Tagesablauf: mit der Familie fruehstuecken, Kinder zur Schule fahren dannach in die Uni gehen. Zuerst ein Kaffee und eine Besprechung des aktuellen Forschungsthemas mit anderen Professoren und Assistierenden. In die erste Vorlesung, der Beamer geht meistens erst mal nicht, desshalb muss man den Hausdienst rufen. Nach der Vorlesung ist Mittagspause. Vor der zweiten Vorlesung arbeitet man nocham Forschungsprojekt. Wider nach der Vorlesung geht man Billiarden oder Golfen, je nach Wetter. Abends noch kur Mails beantworten. Immer freundlich bleiben, auch bei dummen fragen. Kinder zu Bett bringen 
",Zaire,FALSE,ASCII,TRUE,Bisamratte,FALSE,Erde,TRUE,8,FALSE,Philippinen,FALSE,Arm,TRUE,4,TRUE,Messing,FALSE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,360,FALSE,Merkur,FALSE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,29,TRUE,Im Rachen,TRUE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Relative Luftfeuchtigkeit,FALSE,Keratin,TRUE,Frankreich,TRUE,20,Rechtswissenschaft,Deutsch,weiblich,im dritten Jahr,Philosophie,Psychologie,Profiling und Allgemeinwissen in verschiedenen Studiengaenge,ja,NA,nein,NA,nein,ja,40,9,61,15,NA,NA,21,70,100
20181115-092433,173,w,1,Universitaetsprofessor,"Ich trinke jeden Morgen einen Kaffe bevor ich mich auf den weg an die Universitaet mache. Dort halte ich verschiedene Vorlesungen und bereite mich auf die Vorlesungen am naechsten Tag vor. Nach der ARbeit gehe ich nach hause ooder ins Fitness. Ich bin offen, selbstbewusst und habe kein Problem damit in der Ã–ffentlichkeit zu sprechen. In meiner Freizeit reise ich gerne durch die Schweiz und entdecke neue Wein- und Wanderregionen. 
",Botswana,TRUE,HTML,FALSE,Wasserschwein,TRUE,Erde,TRUE,12,TRUE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Messing,FALSE,Welle,TRUE,Isobare,TRUE,21,TRUE,10,FALSE,180,TRUE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Deep Blue,TRUE,Kontinentalsockel,TRUE,Faschismus,TRUE,Penicillin,TRUE,Henri Matisse,FALSE,30,FALSE,Im Rachen,TRUE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,23,Rechtswissenschaften,Deutsch,weiblich,vier Jahre oder mehr,sozialwissenschaft,kognitive psychologie,keine Ahnung,ja,NA,nein,NA,Nein,ja,41,10,70,23,NA,NA,24,80,33.33333333
20181115-095627,174,m,1,Universitaetsprofessor,"Tagesablauf:
	1. Wake up / Coffee mit Morning Briefing von NY Times um 0600 h
	2. Zug- und Busfahrt zur Uni
	3. E-mails beantworten for vorlesungsbeginn
	4. Vorlesungen halten
	5.Pause	6.forschung/treffen mit fellow profs
	7.Abendessen mit familie
	8. Good Night Literatur

typischen Pers'merkmale:
gesund, eher gross, feine Haende & lange Finger, Brille, je nach dem  glatze, zurueckhaltend, reaktiv, diskret, integer

hobby: lesen, volleyball, skifahren, reisen, fussball, leichatletik, triathlon
",Botswana,TRUE,HTML,FALSE,Bisamratte,FALSE,Erde,TRUE,8,FALSE,Pakistan,FALSE,Arm,TRUE,9,FALSE,Bronze,TRUE,Saeule,FALSE,Isobare,TRUE,20,FALSE,10,FALSE,120,FALSE,Venus,TRUE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalrift,FALSE,Faschismus,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,30,FALSE,Im Rachen,TRUE,Sibirien,TRUE,Jupiter,TRUE,Mozart,FALSE,Relative Luftfeuchtigkeit,FALSE,Keratin,TRUE,Frankreich,TRUE,22,"BSc in Economics, Minor: Business.",Bilingual: FR / DE,maennlich,im dritten Jahr,"Stereotypen, Psych",sozialpsychologie,"siehe Thematik von vorher:
forschungsgegenstand: Stereotypen ....",ja,NA,nein,NA,"Layout anpassen, Type bar sichtbar machen, bessere Textboxen verwenden - Google doc template erstellen.",ja,50,18,50,21,NA,NA,15,50,0
20181115-095428,175,m,0,Fussballhooligan,"Mein Tag beginnt relativ spaet, ich stehe erst um 12 Uhr auf da ich gestern wieder mal etwas laengre weg war und einpaar Bier zu viel getrunken habe. Dann muss ich zuerst mal etwas Essen, wenn es keine Pizza vom Vortag hat gehe ich zu McDonald's oder hole mir ein ÂDoener, besonders schmecken muss es nicht nur gut fuellen fuer den darauf folgenden Besuch in der Kneipe. Nach dem Essen treffe ich mich mit meinen Kollegen wir unterstuetzen alle die gleiche Mannschaft) und dann trinken wir im Stadtpark bis das Spiel losgeht. Vielleicht poeblen wir noch ein paar Passanten an, weil es einfach spass macht. NAch dem Spiel gehen wir wieder in unsere Stammkneipe bis wir rausgeschossen werden. 
",Zaire,FALSE,HTML,FALSE,Biber,FALSE,Mars,FALSE,15,FALSE,Bangladesch,FALSE,Arm,TRUE,6,FALSE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,180,TRUE,Merkur,FALSE,Nikita Chruschtschow,FALSE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalrift,FALSE,Faschismus,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,29,TRUE,In der Lunge,FALSE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Relative Luftfeuchtigkeit,FALSE,Keratin,TRUE,Frankreich,TRUE,22,BWL,Aber franzoesiche Schule besucht,maennlich,im dritten Jahr,Verhaltenspsychologie,Kognitive Psychologie,Vergleich von Verhalten und Wissen,ja,NA,nein,NA,keine Ahnung,ja,65,15,45,11,NA,NA,17,56.66666667,66.66666667
20181115-102915,176,w,1,Universitaetsprofessor,"Mein typischer Tagesablauf:
Meine Hauptbeschaeftigung gilt der Forschung. Zusaetzlich arbeite ich auch in der Lehre, wo ich den Studierenden eine moeglichst gute Vorlesung und somit viel Wissen weitergebe. Dafuer bereite ich die Vorlesung vor, erstelle zusammen mit meinen Assistenten ÂÂÂÃœbungen fuer die Studierenden und bereite am Ende des Semsters die Pruefung vor, welche ich anschliessend korrigiere. In der Forschung arbeite ich zusammen mit meinen Assistenten an neuen Erkenntnissen, welche iwr anschliessend veroeffentlichen.

Meine typischen Persoenlichkeitsmerkmale / CHaraktereigenschaften:
Ich bin ziemlich zielstrebig, ehergeizig und perfektionistisch. Was ich veroeffentliche, muss fehlerfrei und sauber sein.

Meine Vorlieben und Hobbys:
Als typischer Universitaetsprofessor betreibe ich Ausdauersport. Dabei beweise ich meine Willenskraft. Gleichzeitig kann ich aber auch abschalten, den Tag nochmals durchgehen, bzw. planen wenn ich am Morgen trainiere. Meine Familie ist mein wichtigster Mittelpunkt im Leben.
",Zaire,FALSE,HTML,FALSE,Biber,FALSE,Erde,TRUE,12,TRUE,Indien,TRUE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,20,TRUE,360,FALSE,Venus,TRUE,Alexander Popow,FALSE,Druck,FALSE,Deep Thought,FALSE,Kontinentalrift,FALSE,Faschismus,TRUE,Roentgenstrahlen,FALSE,Pablo Picasso,TRUE,29,TRUE,In der Lunge,FALSE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,23,BWL,Deutsch,weiblich,vier Jahre oder mehr,Sozialpsychologie,Kognitive Psychologie,Stereotypen vs. Wissensstand,ja,NA,nein,NA,somit ev. ob Vorstellung von Universitaetsprofessor das Selbstbewusstsein erhoeht und anschl. die Wissensfragen besser beantwortet werden,ja,20,10,90,25,NA,NA,20,66.66666667,100
20181115-105706,177,m,1,Universitaetsprofessor,"Ich stehe am morgen nicht allzu frueh auf und begebe mich nach einem Kaffee an die Universitaet. Dort erwarten mich bereits die studierenden. Die Vorlesung beginnt, in den Pausen beantworte ich fragen. Ãœber den Mittag gehe ich in die Stadt und verbringe meine Mittagspause mit berufskollegen. Zum Abendessen bin ich wieder zu Hause bei meiner Familie. nach dem Abendessen muss ich noch etwas fuer meine Arbeit erledigen, was nicht die Universitaet betrifft. Meine typischen Aktivitaeten sind einerseits lesen und andererseits unterrichten. Ich interessiere mich allgemein fuer die Welt und nicht nur fuer mein fachgebiet. Ich diskutiere gerne mit anderen Fachspezialisten.Ich bin eien ruhige Persoenlichkeit aber weis genau was ich will.
",Botswana,TRUE,ASCII,TRUE,Biber,FALSE,Mars,FALSE,6,FALSE,Bangladesch,FALSE,Arm,TRUE,4,TRUE,Bronze,TRUE,Welle,TRUE,Isobare,TRUE,21,TRUE,10,FALSE,180,TRUE,Mars,FALSE,Michail Gorbatschow,TRUE,Strahlung,TRUE,King Blue,FALSE,Kontinentalsockel,TRUE,Republik,FALSE,Penicillin,TRUE,Salvador Dali,FALSE,30,FALSE,Im Rachen,TRUE,Sibirien,TRUE,Saturn,FALSE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,21,Rechtswissenschaften,Deutsch,maennlich,im zweiten Jahr,Psychologie,Psychologie,Stereotypen,nein,NA,nein,NA,Nein,ja,60,15,80,22,NA,NA,19,63.33333333,33.33333333
20181115-111741,178,f,1,Universitaetsprofessor,"Ich stehe morgens relativ frueh auf undfahre mit dem Zug zur Universitaet. Waehrend der Zugfahrt trinke ich Kaffe und gehe einige Mails meiner Studenten durch und beantworte sie. Nach den Vorlseungen geheich mit meinen Kollgen etwas in der Mensa essen und bespreche neuste Forschunngsergebnisse und interessante Artikel, die ich gelesen habe. Den Abend verbringe ich mit Korekturren von Hausarbeiten. Ich bin ehrgeizig und und strebe nach Perfektion. Zu meinen Hobbies zaehlen
",Botswana,TRUE,HTML,FALSE,Wasserschwein,TRUE,Erde,TRUE,6,FALSE,Bangladesch,FALSE,Arm,TRUE,6,FALSE,Messing,FALSE,Welle,TRUE,Isobare,TRUE,21,TRUE,10,FALSE,90,FALSE,Merkur,FALSE,Michail Gorbatschow,TRUE,Strahlung,TRUE,Blue Knight,FALSE,Kontinentalrift,FALSE,Faschismus,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,30,FALSE,Im Rachen,TRUE,Sibirien,TRUE,Neptun,FALSE,Tschaikowski,TRUE,Luftdruck,TRUE,Keratin,TRUE,Frankreich,TRUE,21,Englisch,Deutsch,weiblich,im ersten Jahr,Kommunikation,Psychologie,Keine Ahnung,ja,NA,ja,NA,Nein,ja,35,8,85,26,NA,NA,18,60,0
20181115-105940,179,f,1,Universitaetsprofessor,"Ich wÃuerde wohl am Tag mehrere Vorlesungen haben, vielleicht auch ein paar Proseminiare. In meiner Freizeit wuerde ich meine Kurse vorbereiten und mich an meine hobbys wittmen. Die waeren sport und lesen und Zeit verbringen mit meiner Familie und Freunden. Meine Persoenlichkeitsmerkmale waeren, dass ich eher ruhig bin aber geduldig, und gut bin im Sachen erklaeren. Ich waere eine einfach ansprechbare Person mit der die Studierende auch ein gespraech haben koennen under zu der sie kommen koennen falls sie Probleme haben. 
",Zimbabwe,FALSE,ASCII,TRUE,Biber,FALSE,Mars,FALSE,8,FALSE,Indien,TRUE,Bein,FALSE,4,TRUE,Messing,FALSE,Welle,TRUE,Isotherme,FALSE,21,TRUE,30,FALSE,120,FALSE,Saturn,FALSE,Nikita Chruschtschow,FALSE,Druck,FALSE,Deep Blue,TRUE,Kontinentalrift,FALSE,Faschismus,TRUE,Roentgenstrahlen,FALSE,Paul Cezanne,FALSE,29,TRUE,In der Lunge,FALSE,Sibirien,TRUE,Jupiter,TRUE,Tschaikowski,TRUE,Relative Luftfeuchtigkeit,FALSE,Keratin,TRUE,Frankreich,TRUE,19,"englisch
",franzoesisch und schweizer deutsch,weiblich,im ersten Jahr,sozialpsychologie,neuropsychologie,"Zu sehen wie verschiedene Leute von verschiedenem alter usw. antworten :)
",nein,NA,nein,NA,Nein,ja,50,10,70,25,NA,NA,13,43.33333333,66.66666667
